XYZ (105953 points)
123.947 21.142 5530.272
123.790 21.012 5532.871
123.672 20.844 5410.297
123.510 20.680 5586.186
123.341 20.516 5514.894
123.164 20.355 5415.584
122.979 20.203 5385.150
122.753 20.092 3880.538
122.496 20.151 3441.900
122.336 19.975 2875.153
122.125 19.797 2097.209
121.860 19.859 1012.709
121.596 19.868 1762.277
121.430 19.649 1120.501
121.154 19.648 3572.254
120.977 19.390 3565.744
120.691 19.295 2638.416
120.591 18.992 3406.387
120.324 18.826 2463.756
120.162 18.597 3265.556
120.311 18.363 1937.998
120.209 18.049 774.240
120.454 17.784 18.986
121.664 30.825 5.284
121.679 30.800 6.989
121.697 30.776 6.624
121.709 30.751 7.665
121.719 30.727 8.000
121.733 30.703 8.000
121.741 30.679 8.000
121.767 30.677 8.000
121.784 30.657 8.000
121.812 30.660 8.000
121.839 30.662 8.000
121.867 30.666 8.000
121.894 30.670 8.000
121.922 30.676 8.351
121.949 30.681 8.788
121.977 30.688 9.000
122.005 30.695 9.000
121.648 30.849 1.634
122.033 30.701 9.000
122.061 30.708 9.112
122.090 30.714 7.955
122.119 30.720 8.000
122.149 30.726 8.000
122.179 30.731 7.829
122.209 30.736 8.000
122.240 30.741 9.000
122.271 30.746 10.000
122.303 30.751 9.064
122.332 30.751 9.000
122.362 30.758 9.977
122.395 30.762 8.973
122.430 30.765 13.800
122.465 30.769 40.815
122.501 30.772 14.826
122.537 30.774 15.422
122.574 30.777 22.751
122.612 30.779 36.349
122.651 30.780 37.249
122.691 30.782 35.726
122.731 30.784 23.331
122.773 30.785 3.545
122.815 30.785 29.021
122.858 30.786 25.067
122.902 30.786 32.679
122.947 30.786 38.155
122.993 30.786 44.128
123.040 30.785 47.000
123.088 30.785 48.610
123.137 30.783 38.846
123.192 30.778 51.793
123.248 30.779 53.231
123.301 30.777 52.000
123.354 30.775 51.255
123.409 30.773 50.230
123.465 30.770 53.252
123.522 30.768 56.649
123.580 30.765 53.826
123.640 30.763 56.896
123.700 30.760 58.774
123.763 30.758 49.422
123.826 30.754 52.949
123.891 30.751 56.726
123.957 30.748 65.456
124.025 30.744 51.861
124.094 30.739 49.075
124.165 30.733 53.920
124.237 30.726 54.414
124.311 30.718 56.000
124.386 30.709 52.262
124.463 30.699 52.230
124.541 30.688 57.643
124.621 30.675 59.694
124.703 30.662 60.719
124.786 30.646 55.413
124.871 30.630 60.435
124.957 30.611 56.732
125.045 30.591 61.277
125.134 30.569 60.794
125.225 30.544 62.259
125.318 30.518 58.962
125.412 30.489 64.679
125.507 30.457 64.624
125.604 30.423 69.578
125.702 30.385 72.702
125.801 30.344 72.660
125.901 30.298 71.622
126.003 30.250 75.394
126.104 30.196 83.466
126.205 30.136 84.426
126.307 30.071 83.695
126.407 30.000 94.044
126.504 29.922 92.115
126.597 29.835 95.649
126.691 29.762 97.488
126.758 29.659 99.735
126.836 29.549 105.807
126.908 29.431 117.846
126.969 29.301 122.742
127.018 29.167 138.668
127.059 29.025 205.758
127.091 28.880 370.415
127.115 28.730 649.849
127.132 28.577 906.865
127.143 28.421 988.637
127.149 28.263 962.687
127.150 28.103 1064.365
127.146 27.940 753.748
127.137 27.776 1385.045
127.124 27.610 1127.159
127.107 27.442 1505.436
127.085 27.273 1251.392
127.059 27.102 1515.084
127.028 26.930 655.215
126.993 26.757 742.035
126.951 26.584 1033.156
126.906 26.411 1435.218
126.859 26.235 387.239
126.805 26.059 1260.742
126.746 25.884 1301.312
126.681 25.709 279.864
126.613 25.533 302.626
126.539 25.355 923.012
126.443 25.170 1107.256
126.365 24.978 1303.652
126.277 24.804 1438.810
126.186 24.632 1695.707
126.091 24.461 2000.172
125.991 24.294 1428.597
125.889 24.124 1671.370
125.788 23.956 758.316
125.682 23.789 2564.254
125.574 23.622 3500.747
125.465 23.457 5545.303
125.353 23.292 6695.775
125.240 23.127 6070.925
125.125 22.963 6194.948
125.011 22.800 5911.645
124.888 22.673 5732.703
124.801 22.511 5781.740
124.677 22.351 5519.042
124.555 22.191 5587.178
124.429 22.026 5265.726
124.278 21.858 5017.324
124.146 21.678 5703.645
124.012 21.518 5444.306
123.873 21.360 5237.461
123.731 21.206 5356.141
123.583 21.049 5521.304
123.436 20.893 5614.825
123.280 20.742 5582.650
123.118 20.593 5533.930
122.947 20.452 5456.639
122.786 20.326 4056.063
122.592 20.342 3649.168
122.379 20.375 3181.507
122.269 20.200 2797.699
122.102 20.023 1126.713
121.903 20.077 2224.827
121.680 20.077 1309.083
121.450 20.069 2711.968
121.357 19.867 2353.432
121.152 19.882 2339.728
120.954 19.829 1575.851
120.903 19.630 1441.926
120.692 19.548 2674.831
120.459 19.464 3431.399
120.440 19.226 2760.955
120.252 19.058 2672.663
120.012 18.856 2660.529
119.840 18.596 2551.149
119.993 18.320 3193.235
119.876 18.008 3031.204
120.109 17.703 2143.187
120.421 17.386 365.933
121.634 30.822 4.043
121.650 30.797 5.238
121.668 30.774 7.000
121.680 30.749 7.000
121.690 30.725 6.606
121.704 30.701 8.000
121.714 30.677 8.000
121.729 30.653 7.000
121.756 30.655 8.000
121.779 30.633 7.858
121.806 30.635 8.000
121.833 30.638 8.000
121.860 30.641 8.000
121.887 30.645 8.000
121.914 30.649 8.000
121.941 30.654 9.000
121.968 30.661 8.947
121.995 30.667 9.693
122.022 30.673 9.810
121.619 30.845 1.198
122.050 30.679 9.000
122.078 30.685 9.000
122.106 30.691 8.787
122.135 30.696 8.484
122.164 30.702 9.000
122.193 30.707 8.857
122.223 30.711 9.039
122.253 30.716 9.809
122.284 30.720 10.318
122.315 30.723 10.076
122.347 30.727 10.070
122.380 30.731 12.240
122.413 30.734 9.030
122.447 30.736 29.389
122.481 30.739 6.697
122.516 30.741 11.558
122.552 30.743 14.231
122.589 30.745 21.011
122.627 30.746 31.161
122.669 30.745 25.205
122.711 30.748 34.746
122.752 30.748 25.453
122.792 30.748 26.857
122.834 30.748 37.446
122.877 30.748 34.806
122.920 30.747 37.000
122.964 30.746 40.215
123.010 30.745 46.323
123.056 30.744 45.311
123.103 30.742 36.143
123.151 30.740 28.568
123.195 30.732 52.721
123.239 30.735 54.148
123.290 30.732 54.750
123.342 30.729 52.298
123.395 30.726 51.542
123.450 30.722 47.495
123.506 30.719 54.190
123.562 30.715 55.000
123.621 30.712 56.922
123.680 30.708 56.828
123.741 30.705 57.819
123.803 30.700 53.732
123.866 30.696 53.715
123.931 30.691 56.390
123.997 30.686 54.346
124.065 30.680 54.857
124.134 30.673 58.000
124.204 30.666 50.000
124.276 30.656 54.000
124.349 30.646 54.369
124.424 30.636 52.658
124.501 30.624 51.304
124.579 30.611 53.038
124.658 30.596 55.063
124.739 30.580 59.189
124.822 30.563 60.609
124.906 30.544 60.597
124.991 30.523 57.976
125.078 30.500 61.151
125.167 30.475 56.752
125.257 30.448 57.737
125.349 30.418 63.127
125.441 30.388 65.317
125.537 30.353 76.431
125.632 30.314 76.000
125.728 30.273 75.486
125.826 30.228 77.583
125.924 30.179 72.000
126.023 30.125 77.118
126.122 30.066 82.762
126.220 30.002 81.811
126.317 29.931 92.375
126.413 29.853 97.985
126.506 29.766 97.036
126.608 29.669 92.490
126.690 29.549 102.194
126.760 29.435 110.323
126.833 29.330 115.225
126.866 29.209 118.552
126.911 29.076 128.735
126.945 28.936 159.459
126.971 28.793 263.876
126.990 28.646 387.886
127.002 28.496 500.395
127.009 28.344 567.752
127.010 28.190 894.628
127.007 28.034 1054.463
126.999 27.876 1242.125
126.988 27.717 1039.437
126.972 27.556 1414.642
126.951 27.394 1446.795
126.927 27.231 1590.525
126.899 27.066 1553.985
126.866 26.901 1593.267
126.829 26.732 1051.870
126.773 26.555 960.100
126.733 26.370 30.718
126.681 26.201 1201.178
126.626 26.033 1599.603
126.566 25.865 619.609
126.502 25.698 406.117
126.434 25.532 323.966
126.365 25.367 290.686
126.276 25.228 390.630
126.227 25.074 828.411
126.143 24.912 930.731
126.057 24.750 1145.402
125.968 24.588 1352.326
125.874 24.428 1549.787
125.777 24.268 1737.305
125.679 24.110 1016.036
125.582 23.951 1804.468
125.481 23.794 2460.162
125.378 23.637 3453.295
125.273 23.481 5556.321
125.167 23.326 6650.959
125.059 23.171 6627.232
124.950 23.017 6422.866
124.839 22.867 5969.877
124.725 22.712 5757.392
124.614 22.556 5570.463
124.480 22.401 5722.686
124.362 22.229 5580.256
124.244 22.078 5534.572
124.117 21.959 5462.561
124.028 21.814 5406.433
123.902 21.668 5369.161
123.773 21.522 5293.229
123.638 21.378 5466.607
123.504 21.234 5406.937
123.365 21.089 5626.315
123.221 20.948 5622.752
123.071 20.810 5589.232
122.915 20.673 4617.138
122.725 20.545 3882.445
122.508 20.547 2927.741
122.311 20.564 3146.946
122.157 20.417 2688.641
122.056 20.235 2194.496
121.845 20.252 218.336
121.664 20.280 1444.504
121.490 20.254 3308.852
121.296 20.247 3598.386
121.236 20.066 3629.283
121.027 20.044 1667.449
120.825 20.002 1973.885
120.728 19.782 2745.234
120.494 19.721 3454.719
120.280 19.608 4001.155
120.211 19.340 3352.239
120.008 19.157 3974.064
119.814 19.020 4096.587
119.693 18.819 4187.814
119.551 18.593 4189.045
119.700 18.331 2968.133
119.587 18.056 2902.777
119.746 17.676 2953.608
120.001 17.378 944.881
120.059 16.952 2159.535
120.448 16.998 5.320
121.605 30.817 2.745
121.621 30.794 5.860
121.639 30.770 6.738
121.651 30.746 5.322
121.662 30.723 4.733
121.676 30.698 5.914
121.685 30.674 7.331
121.701 30.651 8.000
121.724 30.629 7.000
121.752 30.631 8.000
121.771 30.609 7.231
121.798 30.611 8.000
121.824 30.613 7.900
121.851 30.616 8.000
121.877 30.619 9.000
121.904 30.624 8.481
121.933 30.627 8.626
121.962 30.635 9.451
121.988 30.641 9.030
122.015 30.647 9.052
122.042 30.653 3.963
121.590 30.841 1.816
122.069 30.658 14.980
122.096 30.664 10.431
122.124 30.669 10.000
122.152 30.674 10.000
122.180 30.678 9.000
122.209 30.683 9.000
122.238 30.687 9.969
122.268 30.690 11.478
122.298 30.694 12.559
122.329 30.697 13.091
122.360 30.700 13.843
122.392 30.703 7.108
122.424 30.705 34.298
122.457 30.707 70.770
122.491 30.709 27.219
122.526 30.711 20.321
122.561 30.712 16.043
122.597 30.712 19.341
122.632 30.713 27.093
122.666 30.709 25.085
122.700 30.714 38.264
122.738 30.713 11.503
122.778 30.713 33.022
122.818 30.712 2.903
122.859 30.711 43.904
122.901 30.710 40.232
122.944 30.708 43.000
122.988 30.706 46.370
123.033 30.704 48.000
123.079 30.702 48.944
123.125 30.699 46.744
123.172 30.695 55.988
123.222 30.692 56.219
123.271 30.689 54.334
123.322 30.685 53.929
123.374 30.681 50.635
123.427 30.676 51.155
123.481 30.672 54.525
123.536 30.668 56.035
123.593 30.663 56.000
123.651 30.659 55.761
123.710 30.654 54.000
123.770 30.649 53.066
123.832 30.644 47.330
123.895 30.638 46.942
123.959 30.632 48.009
124.025 30.625 57.989
124.092 30.617 56.288
124.161 30.609 53.376
124.232 30.600 62.261
124.310 30.583 64.000
124.390 30.575 55.883
124.465 30.562 55.276
124.541 30.547 54.019
124.619 30.532 57.387
124.698 30.515 51.951
124.778 30.497 54.029
124.860 30.477 56.750
124.944 30.455 65.254
125.029 30.432 68.836
125.115 30.406 70.923
125.203 30.378 75.029
125.293 30.348 75.077
125.382 30.315 74.084
125.468 30.295 72.773
125.549 30.250 73.128
125.642 30.211 76.000
125.737 30.166 75.459
125.833 30.118 74.148
125.929 30.065 74.568
126.025 30.008 83.435
126.121 29.945 87.757
126.215 29.876 88.180
126.308 29.801 95.665
126.398 29.717 101.000
126.485 29.626 99.241
126.563 29.527 103.665
126.635 29.415 104.099
126.712 29.290 112.528
126.760 29.145 109.135
126.798 29.012 125.811
126.827 28.875 141.630
126.849 28.734 175.099
126.864 28.591 246.075
126.872 28.445 266.397
126.876 28.297 301.118
126.874 28.147 720.809
126.868 27.996 1103.980
126.858 27.843 1312.601
126.844 27.689 1494.042
126.826 27.534 1618.162
126.805 27.378 1605.667
126.779 27.221 1776.610
126.749 27.063 1816.544
126.714 26.905 1498.161
126.679 26.748 1379.542
126.624 26.610 1308.659
126.603 26.462 1724.320
126.554 26.304 1267.296
126.501 26.144 1516.617
126.445 25.984 1676.584
126.384 25.825 859.772
126.320 25.666 316.468
126.252 25.507 198.946
126.179 25.351 200.645
126.103 25.192 163.775
126.027 25.036 192.680
125.946 24.881 408.395
125.861 24.727 894.551
125.773 24.574 1040.835
125.683 24.419 1296.214
125.573 24.261 1943.608
125.481 24.093 1910.070
125.384 23.943 2032.364
125.286 23.794 2939.454
125.188 23.647 4175.621
125.088 23.500 4279.698
124.987 23.354 5928.296
124.885 23.209 6604.871
124.782 23.065 6514.248
124.677 22.920 6361.696
124.569 22.778 6018.837
124.466 22.637 5891.984
124.354 22.524 5603.491
124.274 22.383 5374.425
124.163 22.244 5391.139
124.048 22.108 5267.394
123.931 21.966 5237.337
123.816 21.827 3372.091
123.696 21.690 5089.207
123.571 21.552 4974.941
123.426 21.414 5361.876
123.294 21.263 5652.756
123.158 21.131 5646.709
123.019 21.003 5625.569
122.874 20.881 2920.648
122.745 20.759 4433.192
122.578 20.730 4330.568
122.396 20.727 3279.647
122.217 20.739 3288.003
122.141 20.600 2785.466
121.981 20.584 875.075
121.944 20.422 40.087
121.752 20.432 1004.987
121.565 20.431 1801.092
121.387 20.419 3628.979
121.213 20.403 3666.272
121.088 20.237 2293.480
120.888 20.196 2160.901
120.707 20.155 2788.081
120.629 19.951 3082.545
120.453 19.918 3688.389
120.269 19.827 4154.162
120.078 19.721 4023.240
120.089 19.528 4163.736
119.940 19.383 4189.486
119.762 19.234 4188.271
119.569 19.052 4148.173
119.426 18.834 4165.227
119.300 18.615 4155.356
119.426 18.343 3497.950
119.277 18.088 3452.467
119.460 17.827 3060.582
119.451 17.528 2302.521
119.702 17.265 2828.064
119.684 16.925 2465.138
121.576 30.812 3.206
121.592 30.789 6.353
121.610 30.766 8.480
121.623 30.743 6.741
121.633 30.719 5.686
121.650 30.699 5.270
121.655 30.673 7.473
121.674 30.649 7.217
121.697 30.627 7.077
121.717 30.605 7.000
121.744 30.607 7.000
121.758 30.584 8.000
121.784 30.586 7.618
121.811 30.589 8.000
121.837 30.591 7.026
121.863 30.594 8.000
121.889 30.598 8.842
121.914 30.602 9.190
121.938 30.603 10.055
121.960 30.611 9.000
121.986 30.616 9.139
122.012 30.622 9.945
122.038 30.627 9.267
122.064 30.633 10.514
121.561 30.836 2.379
122.090 30.638 7.749
122.117 30.643 10.907
122.144 30.647 11.416
122.171 30.652 10.464
122.199 30.656 10.414
122.227 30.659 9.246
122.256 30.663 8.721
122.285 30.666 15.529
122.315 30.669 20.127
122.345 30.671 18.031
122.375 30.674 24.310
122.407 30.676 19.209
122.438 30.677 10.829
122.471 30.679 14.466
122.504 30.680 7.058
122.538 30.681 9.560
122.573 30.681 19.308
122.611 30.679 19.342
122.650 30.681 26.958
122.688 30.680 35.551
122.725 30.679 46.520
122.763 30.679 48.043
122.802 30.677 32.864
122.842 30.676 35.938
122.883 30.674 39.176
122.924 30.672 43.440
122.967 30.669 46.192
123.010 30.666 48.527
123.054 30.663 46.017
123.100 30.660 49.454
123.146 30.656 52.000
123.193 30.652 54.094
123.241 30.647 58.000
123.290 30.643 55.914
123.340 30.638 54.000
123.392 30.633 50.472
123.444 30.628 54.037
123.497 30.623 53.157
123.552 30.617 59.655
123.608 30.612 59.245
123.665 30.606 54.873
123.724 30.600 52.000
123.783 30.594 52.000
123.844 30.588 54.198
123.906 30.581 50.993
123.970 30.573 53.201
124.035 30.565 54.566
124.101 30.556 52.085
124.169 30.546 51.106
124.237 30.536 56.911
124.299 30.517 64.232
124.365 30.514 66.326
124.437 30.500 60.717
124.511 30.484 59.627
124.587 30.468 54.935
124.664 30.450 60.206
124.743 30.431 59.017
124.823 30.410 65.580
124.905 30.388 62.282
124.988 30.363 60.087
125.072 30.337 59.115
125.158 30.308 61.000
125.246 30.278 64.055
125.336 30.244 68.223
125.437 30.210 68.798
125.534 30.161 69.510
125.627 30.118 67.679
125.720 30.071 66.020
125.814 30.020 68.484
125.907 29.965 77.895
126.001 29.905 85.455
126.093 29.839 82.098
126.184 29.767 92.697
126.273 29.688 100.758
126.358 29.601 106.596
126.436 29.506 102.409
126.508 29.404 104.000
126.571 29.290 101.894
126.631 29.187 110.593
126.655 29.067 110.144
126.689 28.938 126.696
126.713 28.803 136.688
126.730 28.665 147.213
126.740 28.525 189.962
126.745 28.383 196.792
126.745 28.239 222.129
126.741 28.094 532.641
126.732 27.947 1125.995
126.720 27.799 1421.322
126.703 27.650 1358.186
126.684 27.500 1608.659
126.660 27.349 1589.910
126.633 27.197 1783.532
126.602 27.043 1845.201
126.554 26.879 1816.863
126.518 26.711 1863.635
126.474 26.556 1593.961
126.431 26.402 1412.368
126.381 26.249 1327.457
126.328 26.096 1498.090
126.271 25.943 1592.257
126.210 25.791 985.500
126.146 25.640 298.584
126.078 25.489 200.110
126.007 25.339 161.490
125.933 25.189 135.602
125.858 25.041 335.513
125.778 24.894 370.983
125.697 24.748 353.078
125.613 24.603 734.197
125.529 24.460 1076.124
125.434 24.343 1511.871
125.372 24.206 1953.907
125.281 24.066 1803.666
125.189 23.926 2082.097
125.096 23.786 3007.223
125.002 23.647 3649.807
124.907 23.509 4385.654
124.811 23.371 6090.506
124.714 23.234 6584.356
124.615 23.097 6555.892
124.515 22.959 6404.498
124.396 22.819 5336.794
124.294 22.672 5926.310
124.189 22.534 5560.084
124.087 22.401 5552.670
123.981 22.270 5118.624
123.873 22.139 5150.835
123.763 22.009 4813.884
123.652 21.880 5012.484
123.538 21.753 5005.053
123.424 21.627 5289.955
123.303 21.532 5380.303
123.210 21.407 5639.194
123.085 21.287 5321.733
122.956 21.168 4292.962
122.819 21.051 3952.857
122.663 20.931 4594.903
122.477 20.893 4487.824
122.305 20.889 3379.052
122.138 20.890 2873.035
122.041 20.744 1570.062
121.873 20.742 160.279
121.804 20.592 1048.439
121.633 20.590 1692.717
121.465 20.580 3244.936
121.303 20.566 3680.631
121.143 20.548 3304.578
121.058 20.408 2728.396
120.911 20.360 2177.635
120.728 20.332 3035.036
120.555 20.278 2988.444
120.529 20.106 3781.243
120.354 20.044 4059.925
120.196 19.999 3980.092
120.053 19.903 3796.103
119.868 19.810 3668.268
119.899 19.608 3942.046
119.735 19.476 3932.138
119.578 19.330 3905.121
119.425 19.208 3892.601
119.290 19.024 3934.390
119.160 18.818 3984.414
119.061 18.620 4042.807
119.167 18.400 4159.217
119.021 18.245 4134.320
118.994 18.005 4242.399
119.198 17.777 4330.351
119.139 17.490 4260.618
119.370 17.214 2891.359
119.323 16.910 3296.630
121.548 30.806 3.103
121.563 30.784 7.972
121.582 30.762 10.082
121.595 30.738 8.332
121.605 30.714 7.970
121.625 30.692 6.592
121.624 30.667 6.860
121.646 30.646 7.287
121.670 30.624 8.000
121.691 30.603 7.317
121.705 30.580 8.669
121.732 30.583 4.580
121.751 30.561 9.006
121.777 30.563 7.000
121.803 30.565 7.175
121.828 30.568 7.357
121.854 30.570 7.000
121.879 30.574 8.000
121.905 30.578 8.000
121.930 30.582 9.510
121.955 30.586 12.815
121.980 30.592 11.044
122.005 30.597 10.557
122.030 30.602 13.555
122.056 30.607 17.606
122.081 30.612 2.041
121.532 30.829 2.867
122.107 30.617 4.511
122.133 30.621 6.492
122.160 30.625 14.037
122.186 30.629 11.996
122.213 30.633 11.788
122.241 30.636 11.887
122.269 30.639 7.757
122.297 30.641 6.758
122.326 30.644 13.772
122.355 30.646 17.604
122.385 30.647 23.397
122.416 30.649 65.520
122.447 30.650 32.650
122.479 30.651 21.252
122.511 30.651 9.513
122.544 30.651 9.804
122.577 30.651 10.429
122.607 30.647 18.450
122.639 30.650 23.784
122.675 30.649 30.515
122.715 30.645 37.004
122.755 30.645 40.167
122.793 30.643 36.831
122.832 30.641 34.328
122.872 30.639 37.255
122.912 30.636 42.720
122.953 30.633 47.932
122.995 30.629 53.222
123.038 30.626 52.869
123.082 30.622 49.602
123.127 30.617 50.000
123.172 30.612 50.165
123.219 30.607 56.304
123.267 30.602 51.607
123.316 30.596 43.643
123.365 30.591 52.385
123.416 30.585 51.662
123.468 30.579 53.000
123.521 30.572 56.535
123.576 30.566 59.719
123.631 30.559 57.153
123.688 30.553 54.533
123.746 30.546 51.517
123.805 30.538 45.765
123.865 30.531 44.792
123.927 30.523 54.235
123.990 30.514 57.286
124.054 30.504 57.999
124.120 30.494 56.106
124.187 30.482 52.440
124.255 30.469 54.881
124.326 30.455 63.825
124.397 30.442 60.689
124.469 30.426 61.602
124.543 30.409 57.552
124.618 30.390 61.586
124.695 30.370 66.627
124.773 30.349 64.263
124.853 30.326 68.591
124.934 30.301 63.428
125.016 30.274 50.766
125.100 30.245 58.367
125.184 30.214 65.664
125.271 30.181 61.060
125.359 30.145 65.656
125.447 30.106 63.731
125.536 30.063 64.302
125.626 30.018 66.434
125.717 29.968 69.456
125.808 29.914 75.901
125.899 29.856 82.661
125.989 29.792 85.298
